IP	Protocol	Port	Service
179.189.86.17	tcp	8000	
179.189.86.17	tcp	8001	
179.189.86.17	tcp	8003	
179.189.86.170	tcp	80	http
179.189.86.171	tcp	80	http
179.189.86.174	tcp	80	http
179.189.86.177	tcp	22	ssh
179.189.86.177	tcp	443	https
179.189.86.177	tcp	80	http
179.189.86.178	tcp	30960	
179.189.86.178	tcp	53000	
179.189.86.178	tcp	554	rtsp
179.189.86.178	tcp	80	http
179.189.86.178	tcp	9000	
179.189.86.178	tcp	9010	
179.189.86.178	tcp	9020	
179.189.86.178	tcp	9090	
179.189.86.18	tcp	2000	cisco-sccp
179.189.86.18	tcp	21	ftp
179.189.86.18	tcp	22	ssh
179.189.86.18	tcp	53	domain
179.189.86.18	tcp	80	http
179.189.86.18	tcp	8291	
179.189.86.18	tcp	8729	
179.189.86.181	tcp	7000	afs3-fileserver
179.189.86.181	tcp	80	http
179.189.86.182	tcp	80	http
179.189.86.184	tcp	10001	
179.189.86.184	tcp	22	ssh
179.189.86.184	tcp	2442	
179.189.86.184	tcp	443	https
179.189.86.184	tcp	80	http
179.189.86.185	tcp	80	http
179.189.86.186	tcp	10001	
179.189.86.186	tcp	443	https
179.189.86.186	tcp	80	http
179.189.86.187	tcp	23	telnet
179.189.86.187	tcp	554	rtsp
179.189.86.187	tcp	80	http
179.189.86.187	tcp	8000	
179.189.86.187	tcp	8001	
179.189.86.187	tcp	8002	
179.189.86.187	tcp	9527	
179.189.86.187	tcp	9529	
179.189.86.189	tcp	80	http
179.189.86.19	tcp	2000	cisco-sccp
179.189.86.19	tcp	2442	
179.189.86.19	tcp	554	rtsp
179.189.86.19	tcp	8081	tproxy
179.189.86.19	tcp	8291	
179.189.86.19	tcp	9000	
179.189.86.190	tcp	2000	cisco-sccp
179.189.86.190	tcp	21	ftp
179.189.86.190	tcp	22	ssh
179.189.86.190	tcp	3389	
179.189.86.190	tcp	53	domain
179.189.86.190	tcp	554	rtsp
179.189.86.190	tcp	80	http
179.189.86.190	tcp	8291	
179.189.86.190	tcp	8728	
179.189.86.190	tcp	8729	
179.189.86.190	tcp	9000	
179.189.86.190	tcp	9090	
179.189.86.191	tcp	30960	
179.189.86.191	tcp	33644	
179.189.86.191	tcp	44211	
179.189.86.191	tcp	48641	
179.189.86.191	tcp	49152	
179.189.86.191	tcp	53000	
179.189.86.191	tcp	554	rtsp
179.189.86.191	tcp	55993	
179.189.86.191	tcp	59981	
179.189.86.191	tcp	80	http
179.189.86.191	tcp	8000	
179.189.86.191	tcp	9010	
179.189.86.191	tcp	9020	
179.189.86.192	tcp	10001	
179.189.86.192	tcp	22	ssh
179.189.86.192	tcp	443	https
179.189.86.192	tcp	554	rtsp
179.189.86.192	tcp	7000	afs3-fileserver
179.189.86.192	tcp	80	http
179.189.86.192	tcp	8090	
179.189.86.193	tcp	40320	
179.189.86.193	tcp	45438	
179.189.86.193	tcp	49152	
179.189.86.193	tcp	53000	
179.189.86.193	tcp	554	rtsp
179.189.86.193	tcp	58451	
179.189.86.193	tcp	9000	
179.189.86.193	tcp	9010	
179.189.86.193	tcp	9020	
179.189.86.193	tcp	9090	
179.189.86.194	tcp	22	ssh
179.189.86.194	tcp	443	https
179.189.86.194	tcp	53	domain
179.189.86.194	tcp	80	http
179.189.86.196	tcp	36496	
179.189.86.196	tcp	49550	
179.189.86.196	tcp	49990	
179.189.86.196	tcp	52295	
179.189.86.196	tcp	52917	
179.189.86.196	tcp	80	http
179.189.86.196	tcp	9090	
179.189.86.197	tcp	80	http
179.189.86.199	tcp	10001	
179.189.86.199	tcp	22	ssh
179.189.86.199	tcp	2443	
179.189.86.199	tcp	443	https
179.189.86.199	tcp	80	http
179.189.86.199	tcp	8090	
179.189.86.201	tcp	1025	
179.189.86.201	tcp	3050	gds-db
179.189.86.201	tcp	3306	mysql
179.189.86.201	tcp	3389	
179.189.86.201	tcp	5222	xmpp-client
179.189.86.201	tcp	5229	
179.189.86.201	tcp	5269	xmpp-server
179.189.86.201	tcp	5277	
179.189.86.201	tcp	7070	
179.189.86.201	tcp	80	http
179.189.86.201	tcp	9090	
179.189.86.202	tcp	11110	
179.189.86.202	tcp	135	epmap
179.189.86.202	tcp	139	netbios-ssn
179.189.86.202	tcp	3389	
179.189.86.202	tcp	4447	
179.189.86.202	tcp	445	microsoft-ds
179.189.86.202	tcp	49152	
179.189.86.202	tcp	49153	
179.189.86.202	tcp	49154	
179.189.86.202	tcp	49157	
179.189.86.202	tcp	49182	
179.189.86.202	tcp	49184	
179.189.86.202	tcp	8080	http-alt
179.189.86.202	tcp	9102	bacula-fd
179.189.86.203	tcp	135	epmap
179.189.86.203	tcp	139	netbios-ssn
179.189.86.203	tcp	1433	ms-sql-s
179.189.86.203	tcp	3389	
179.189.86.203	tcp	49154	
179.189.86.203	tcp	49155	
179.189.86.203	tcp	5985	
179.189.86.203	tcp	80	http
179.189.86.204	tcp	21	ftp
179.189.86.204	tcp	22	ssh
179.189.86.204	tcp	3306	mysql
179.189.86.204	tcp	80	http
179.189.86.205	tcp	2000	cisco-sccp
179.189.86.205	tcp	21	ftp
179.189.86.205	tcp	8081	tproxy
179.189.86.205	tcp	8291	
179.189.86.206	tcp	135	epmap
179.189.86.206	tcp	139	netbios-ssn
179.189.86.206	tcp	1431	
179.189.86.206	tcp	1801	
179.189.86.206	tcp	2103	
179.189.86.206	tcp	2105	eklogin
179.189.86.206	tcp	3389	
179.189.86.206	tcp	445	microsoft-ds
179.189.86.206	tcp	49154	
179.189.86.206	tcp	49155	
179.189.86.206	tcp	49159	
179.189.86.206	tcp	5985	
179.189.86.206	tcp	7070	
179.189.86.206	tcp	80	http
179.189.86.206	tcp	8081	tproxy
179.189.86.206	tcp	8082	
179.189.86.206	tcp	8083	
179.189.86.206	tcp	8084	
179.189.86.206	tcp	90	
179.189.86.206	tcp	9091	
179.189.86.209	tcp	2000	cisco-sccp
179.189.86.209	tcp	22	ssh
179.189.86.209	tcp	53	domain
179.189.86.209	tcp	8081	tproxy
179.189.86.209	tcp	8291	
179.189.86.21	tcp	22	ssh
179.189.86.21	tcp	443	https
179.189.86.21	tcp	80	http
179.189.86.210	tcp	37777	
179.189.86.210	tcp	49152	
179.189.86.210	tcp	5000	
179.189.86.210	tcp	554	rtsp
179.189.86.210	tcp	8000	
179.189.86.210	tcp	8686	
179.189.86.213	tcp	22	ssh
179.189.86.213	tcp	80	http
179.189.86.213	tcp	8081	tproxy
179.189.86.213	tcp	8082	
179.189.86.214	tcp	2000	cisco-sccp
179.189.86.214	tcp	8081	tproxy
179.189.86.214	tcp	8291	
179.189.86.216	tcp	10001	
179.189.86.216	tcp	22	ssh
179.189.86.216	tcp	443	https
179.189.86.216	tcp	80	http
179.189.86.218	tcp	10001	
179.189.86.218	tcp	22	ssh
179.189.86.218	tcp	443	https
179.189.86.218	tcp	554	rtsp
179.189.86.218	tcp	80	http
179.189.86.218	tcp	9000	
179.189.86.218	tcp	9001	
179.189.86.219	tcp	2000	cisco-sccp
179.189.86.219	tcp	53	domain
179.189.86.219	tcp	554	rtsp
179.189.86.219	tcp	7000	afs3-fileserver
179.189.86.219	tcp	7080	
179.189.86.219	tcp	8010	
179.189.86.219	tcp	8089	
179.189.86.219	tcp	8290	
179.189.86.22	tcp	22	ssh
179.189.86.22	tcp	443	https
179.189.86.22	tcp	53	domain
179.189.86.22	tcp	7000	afs3-fileserver
179.189.86.22	tcp	7070	
179.189.86.22	tcp	9080	
179.189.86.222	tcp	80	http
179.189.86.224	tcp	34848	
179.189.86.224	tcp	39330	
179.189.86.224	tcp	47332	
179.189.86.224	tcp	49976	
179.189.86.224	tcp	54012	
179.189.86.224	tcp	80	http
179.189.86.225	tcp	30960	
179.189.86.225	tcp	554	rtsp
179.189.86.225	tcp	80	http
179.189.86.225	tcp	8000	
179.189.86.225	tcp	8080	http-alt
179.189.86.225	tcp	9020	
179.189.86.226	tcp	2000	cisco-sccp
179.189.86.226	tcp	443	https
179.189.86.226	tcp	53	domain
179.189.86.226	tcp	7000	afs3-fileserver
179.189.86.226	tcp	7080	
179.189.86.226	tcp	8000	
179.189.86.226	tcp	8089	
179.189.86.226	tcp	8290	
179.189.86.227	tcp	443	https
179.189.86.227	tcp	80	http
179.189.86.228	tcp	3389	
179.189.86.228	tcp	80	http
179.189.86.229	tcp	443	https
179.189.86.229	tcp	80	http
179.189.86.229	tcp	8090	
179.189.86.231	tcp	80	http
179.189.86.232	tcp	80	http
179.189.86.233	tcp	3050	gds-db
179.189.86.233	tcp	5900	
179.189.86.233	tcp	80	http
179.189.86.237	tcp	2000	cisco-sccp
179.189.86.237	tcp	2442	
179.189.86.237	tcp	53	domain
179.189.86.237	tcp	802	
179.189.86.237	tcp	8081	tproxy
179.189.86.237	tcp	8291	
179.189.86.238	tcp	443	https
179.189.86.238	tcp	80	http
179.189.86.239	tcp	35844	
179.189.86.239	tcp	44493	
179.189.86.239	tcp	51666	
179.189.86.239	tcp	80	http
179.189.86.240	tcp	22	ssh
179.189.86.240	tcp	443	https
179.189.86.240	tcp	80	http
179.189.86.242	tcp	80	http
179.189.86.244	tcp	1723	
179.189.86.244	tcp	2000	cisco-sccp
179.189.86.244	tcp	21	ftp
179.189.86.244	tcp	22	ssh
179.189.86.244	tcp	23	telnet
179.189.86.244	tcp	2442	
179.189.86.244	tcp	80	http
179.189.86.244	tcp	8291	
179.189.86.244	tcp	8729	
179.189.86.245	tcp	80	http
179.189.86.246	tcp	2442	
179.189.86.246	tcp	80	http
179.189.86.247	tcp	22	ssh
179.189.86.247	tcp	80	http
179.189.86.248	tcp	2442	
179.189.86.248	tcp	554	rtsp
179.189.86.248	tcp	80	http
179.189.86.248	tcp	9000	
179.189.86.248	tcp	9010	
179.189.86.248	tcp	9020	
179.189.86.248	tcp	9090	
179.189.86.249	tcp	2000	cisco-sccp
179.189.86.249	tcp	21	ftp
179.189.86.249	tcp	44	
179.189.86.249	tcp	80	http
179.189.86.249	tcp	8291	
179.189.86.249	tcp	8729	
179.189.86.250	tcp	10001	
179.189.86.250	tcp	22	ssh
179.189.86.250	tcp	443	https
179.189.86.250	tcp	554	rtsp
179.189.86.250	tcp	80	http
179.189.86.250	tcp	9000	
179.189.86.251	tcp	30960	
179.189.86.251	tcp	554	rtsp
179.189.86.251	tcp	80	http
179.189.86.251	tcp	9000	
179.189.86.251	tcp	9010	
179.189.86.251	tcp	9020	
179.189.86.251	tcp	9090	
179.189.86.252	tcp	1054	
179.189.86.252	tcp	2000	cisco-sccp
179.189.86.252	tcp	22	ssh
179.189.86.252	tcp	2442	
179.189.86.252	tcp	53	domain
179.189.86.252	tcp	7000	afs3-fileserver
179.189.86.252	tcp	8081	tproxy
179.189.86.252	tcp	8291	
179.189.86.252	tcp	9000	
179.189.86.253	tcp	30960	
179.189.86.253	tcp	36662	
179.189.86.253	tcp	42749	
179.189.86.253	tcp	49152	
179.189.86.253	tcp	50291	
179.189.86.253	tcp	554	rtsp
179.189.86.253	tcp	57738	
179.189.86.253	tcp	80	http
179.189.86.253	tcp	9000	
179.189.86.253	tcp	9020	
179.189.86.253	tcp	9090	
179.189.86.254	tcp	80	http
179.189.86.26	tcp	10001	
179.189.86.26	tcp	22	ssh
179.189.86.26	tcp	443	https
179.189.86.26	tcp	80	http
179.189.86.27	tcp	80	http
179.189.86.28	tcp	2442	
179.189.86.28	tcp	4433	
179.189.86.28	tcp	554	rtsp
179.189.86.28	tcp	80	http
179.189.86.28	tcp	9000	
179.189.86.28	tcp	9090	
179.189.86.29	tcp	4433	
179.189.86.31	tcp	80	http
179.189.86.32	tcp	2442	
179.189.86.32	tcp	80	http
179.189.86.33	tcp	22	ssh
179.189.86.33	tcp	80	http
179.189.86.34	tcp	443	https
179.189.86.34	tcp	8000	
179.189.86.36	tcp	22	ssh
179.189.86.36	tcp	3389	
179.189.86.36	tcp	666	
179.189.86.36	tcp	8080	http-alt
179.189.86.36	tcp	9090	
179.189.86.37	tcp	2000	cisco-sccp
179.189.86.37	tcp	443	https
179.189.86.37	tcp	8081	tproxy
179.189.86.37	tcp	8291	
179.189.86.4	tcp	2000	cisco-sccp
179.189.86.4	tcp	8081	tproxy
179.189.86.40	tcp	80	http
179.189.86.41	tcp	30960	
179.189.86.41	tcp	53000	
179.189.86.41	tcp	554	rtsp
179.189.86.41	tcp	80	http
179.189.86.41	tcp	8000	
179.189.86.41	tcp	8081	tproxy
179.189.86.41	tcp	9010	
179.189.86.41	tcp	9020	
179.189.86.42	tcp	3389	
179.189.86.42	tcp	3390	
179.189.86.42	tcp	59022	
179.189.86.42	tcp	59023	
179.189.86.42	tcp	666	
179.189.86.42	tcp	6666	
179.189.86.42	tcp	667	
179.189.86.42	tcp	700	
179.189.86.42	tcp	80	http
179.189.86.42	tcp	8000	
179.189.86.42	tcp	8050	
179.189.86.42	tcp	8051	
179.189.86.42	tcp	8080	http-alt
179.189.86.42	tcp	8081	tproxy
179.189.86.42	tcp	8444	
179.189.86.42	tcp	9000	
179.189.86.43	tcp	30960	
179.189.86.43	tcp	80	http
179.189.86.43	tcp	8000	
179.189.86.43	tcp	9010	
179.189.86.44	tcp	80	http
179.189.86.45	tcp	30960	
179.189.86.45	tcp	53000	
179.189.86.45	tcp	554	rtsp
179.189.86.45	tcp	80	http
179.189.86.45	tcp	8000	
179.189.86.45	tcp	8080	http-alt
179.189.86.45	tcp	8200	
179.189.86.45	tcp	880	
179.189.86.45	tcp	9010	
179.189.86.45	tcp	9020	
179.189.86.46	tcp	10001	
179.189.86.46	tcp	443	https
179.189.86.46	tcp	80	http
179.189.86.48	tcp	554	rtsp
179.189.86.48	tcp	80	http
179.189.86.48	tcp	8000	
179.189.86.48	tcp	8090	
179.189.86.48	tcp	9010	
179.189.86.48	tcp	9020	
179.189.86.49	tcp	80	http
179.189.86.5	tcp	2000	cisco-sccp
179.189.86.5	tcp	8081	tproxy
179.189.86.5	tcp	8291	
179.189.86.50	tcp	34567	
179.189.86.50	tcp	443	https
179.189.86.50	tcp	80	http
179.189.86.50	tcp	8000	
179.189.86.52	tcp	80	http
179.189.86.53	tcp	2000	cisco-sccp
179.189.86.53	tcp	8291	
179.189.86.57	tcp	80	http
179.189.86.59	tcp	7000	afs3-fileserver
179.189.86.59	tcp	80	http
179.189.86.59	tcp	8090	
179.189.86.6	tcp	2000	cisco-sccp
179.189.86.6	tcp	8081	tproxy
179.189.86.6	tcp	8291	
179.189.86.61	tcp	443	https
179.189.86.61	tcp	80	http
179.189.86.63	tcp	2000	cisco-sccp
179.189.86.63	tcp	37777	
179.189.86.63	tcp	80	http
179.189.86.63	tcp	8090	
179.189.86.63	tcp	8291	
179.189.86.65	tcp	3389	
179.189.86.65	tcp	37777	
179.189.86.65	tcp	443	https
179.189.86.65	tcp	80	http
179.189.86.67	tcp	443	https
179.189.86.68	tcp	80	http
179.189.86.68	tcp	8001	
179.189.86.68	tcp	8002	
179.189.86.69	tcp	10001	
179.189.86.69	tcp	34567	
179.189.86.69	tcp	443	https
179.189.86.69	tcp	8080	http-alt
179.189.86.7	tcp	2000	cisco-sccp
179.189.86.7	tcp	8081	tproxy
179.189.86.7	tcp	8291	
179.189.86.71	tcp	10001	
179.189.86.71	tcp	22	ssh
179.189.86.71	tcp	443	https
179.189.86.72	tcp	443	https
179.189.86.72	tcp	80	http
179.189.86.73	tcp	37777	
179.189.86.73	tcp	53274	
179.189.86.73	tcp	554	rtsp
179.189.86.73	tcp	8090	
179.189.86.76	tcp	10001	
179.189.86.76	tcp	37777	
179.189.86.76	tcp	443	https
179.189.86.76	tcp	80	http
179.189.86.76	tcp	8080	http-alt
179.189.86.79	tcp	2442	
179.189.86.79	tcp	554	rtsp
179.189.86.79	tcp	8000	
179.189.86.8	tcp	2000	cisco-sccp
179.189.86.8	tcp	24428	
179.189.86.80	tcp	80	http
179.189.86.81	tcp	80	http
179.189.86.82	tcp	443	https
179.189.86.82	tcp	80	http
179.189.86.83	tcp	443	https
179.189.86.83	tcp	53	domain
179.189.86.83	tcp	5443	
179.189.86.84	tcp	2000	cisco-sccp
179.189.86.84	tcp	443	https
179.189.86.84	tcp	80	http
179.189.86.84	tcp	8081	tproxy
179.189.86.84	tcp	8291	
179.189.86.86	tcp	2000	cisco-sccp
179.189.86.86	tcp	80	http
179.189.86.86	tcp	8291	
179.189.86.86	tcp	8728	
179.189.86.86	tcp	8729	
179.189.86.87	tcp	31671	
179.189.86.87	tcp	48808	
179.189.86.87	tcp	53394	
179.189.86.87	tcp	554	rtsp
179.189.86.87	tcp	8000	
179.189.86.87	tcp	8080	http-alt
179.189.86.87	tcp	9080	
179.189.86.89	tcp	554	rtsp
179.189.86.89	tcp	80	http
179.189.86.89	tcp	9000	
179.189.86.89	tcp	9090	
179.189.86.9	tcp	2000	cisco-sccp
179.189.86.9	tcp	8081	tproxy
179.189.86.9	tcp	8291	
179.189.86.90	tcp	443	https
179.189.86.90	tcp	80	http
179.189.86.91	tcp	2000	cisco-sccp
179.189.86.91	tcp	34567	
179.189.86.91	tcp	53	domain
179.189.86.91	tcp	8080	http-alt
179.189.86.91	tcp	8081	tproxy
179.189.86.91	tcp	8291	
179.189.86.91	tcp	8729	
179.189.86.92	tcp	2000	cisco-sccp
179.189.86.92	tcp	21	ftp
179.189.86.94	tcp	10001	
179.189.86.94	tcp	443	https
179.189.86.94	tcp	554	rtsp
179.189.86.94	tcp	7000	afs3-fileserver
179.189.86.94	tcp	80	http
179.189.86.94	tcp	8000	
179.189.86.94	tcp	8001	
179.189.86.94	tcp	8002	
179.189.86.94	tcp	8090	
179.189.86.95	tcp	10001	
179.189.86.95	tcp	11134	
179.189.86.95	tcp	37777	
179.189.86.95	tcp	443	https
179.189.86.95	tcp	80	http
179.189.86.95	tcp	8090	
179.189.86.98	tcp	10001	
179.189.86.98	tcp	80	http
179.189.87.100	tcp	30960	
179.189.87.100	tcp	53000	
179.189.87.100	tcp	554	rtsp
179.189.87.100	tcp	8090	
179.189.87.100	tcp	880	
179.189.87.102	tcp	10001	
179.189.87.102	tcp	22	ssh
179.189.87.102	tcp	443	https
179.189.87.102	tcp	80	http
179.189.87.103	tcp	1001	customs
179.189.87.103	tcp	1002	
179.189.87.103	tcp	22	ssh
179.189.87.103	tcp	34567	
179.189.87.103	tcp	34599	
179.189.87.103	tcp	443	https
179.189.87.103	tcp	7000	afs3-fileserver
179.189.87.103	tcp	8000	
179.189.87.105	tcp	10001	
179.189.87.105	tcp	22	ssh
179.189.87.105	tcp	443	https
179.189.87.105	tcp	80	http
179.189.87.106	tcp	2442	
179.189.87.106	tcp	80	http
179.189.87.106	tcp	8090	
179.189.87.107	tcp	2000	cisco-sccp
179.189.87.107	tcp	8081	tproxy
179.189.87.107	tcp	8291	
179.189.87.108	tcp	2000	cisco-sccp
179.189.87.108	tcp	8081	tproxy
179.189.87.108	tcp	8291	
179.189.87.109	tcp	2000	cisco-sccp
179.189.87.109	tcp	8081	tproxy
179.189.87.109	tcp	8291	
179.189.87.110	tcp	2000	cisco-sccp
179.189.87.110	tcp	8081	tproxy
179.189.87.110	tcp	8291	
179.189.87.112	tcp	2000	cisco-sccp
179.189.87.112	tcp	8081	tproxy
179.189.87.112	tcp	8291	
179.189.87.113	tcp	2000	cisco-sccp
179.189.87.113	tcp	8081	tproxy
179.189.87.113	tcp	8291	
179.189.87.114	tcp	2000	cisco-sccp
179.189.87.114	tcp	8081	tproxy
179.189.87.114	tcp	8291	
179.189.87.115	tcp	2000	cisco-sccp
179.189.87.115	tcp	8081	tproxy
179.189.87.115	tcp	8291	
179.189.87.116	tcp	2000	cisco-sccp
179.189.87.116	tcp	8081	tproxy
179.189.87.116	tcp	8291	
179.189.87.117	tcp	2000	cisco-sccp
179.189.87.117	tcp	8081	tproxy
179.189.87.117	tcp	8291	
179.189.87.118	tcp	2000	cisco-sccp
179.189.87.118	tcp	8081	tproxy
179.189.87.118	tcp	8291	
179.189.87.119	tcp	2000	cisco-sccp
179.189.87.119	tcp	8081	tproxy
179.189.87.119	tcp	8291	
179.189.87.120	tcp	2442	
179.189.87.120	tcp	30960	
179.189.87.120	tcp	554	rtsp
179.189.87.120	tcp	80	http
179.189.87.120	tcp	9000	
179.189.87.120	tcp	9090	
179.189.87.122	tcp	80	http
179.189.87.123	tcp	30960	
179.189.87.123	tcp	53000	
179.189.87.123	tcp	554	rtsp
179.189.87.123	tcp	80	http
179.189.87.123	tcp	9000	
179.189.87.123	tcp	9010	
179.189.87.123	tcp	9020	
179.189.87.123	tcp	9090	
179.189.87.124	tcp	1723	
179.189.87.124	tcp	8291	
179.189.87.125	tcp	37777	
179.189.87.125	tcp	49152	
179.189.87.125	tcp	5000	
179.189.87.125	tcp	554	rtsp
179.189.87.125	tcp	80	http
179.189.87.125	tcp	8000	
179.189.87.125	tcp	8686	
179.189.87.126	tcp	35042	
179.189.87.126	tcp	46305	
179.189.87.126	tcp	48456	
179.189.87.126	tcp	55363	
179.189.87.126	tcp	80	http
179.189.87.127	tcp	22	ssh
179.189.87.127	tcp	80	http
179.189.87.128	tcp	2000	cisco-sccp
179.189.87.128	tcp	8081	tproxy
179.189.87.128	tcp	8291	
179.189.87.129	tcp	2000	cisco-sccp
179.189.87.129	tcp	8081	tproxy
179.189.87.129	tcp	8291	
179.189.87.132	tcp	80	http
179.189.87.135	tcp	80	http
179.189.87.135	tcp	8000	
179.189.87.135	tcp	8080	http-alt
179.189.87.136	tcp	10001	
179.189.87.136	tcp	22	ssh
179.189.87.136	tcp	443	https
179.189.87.136	tcp	554	rtsp
179.189.87.136	tcp	80	http
179.189.87.136	tcp	9000	
179.189.87.136	tcp	9090	
179.189.87.137	tcp	22	ssh
179.189.87.137	tcp	2442	
179.189.87.137	tcp	53	domain
179.189.87.137	tcp	8000	
179.189.87.137	tcp	8090	
179.189.87.138	tcp	554	rtsp
179.189.87.138	tcp	80	http
179.189.87.138	tcp	8000	
179.189.87.139	tcp	22	ssh
179.189.87.139	tcp	443	https
179.189.87.139	tcp	554	rtsp
179.189.87.139	tcp	9000	
179.189.87.139	tcp	9090	
179.189.87.140	tcp	2000	cisco-sccp
179.189.87.140	tcp	2442	
179.189.87.140	tcp	80	http
179.189.87.140	tcp	8291	
179.189.87.140	tcp	8292	
179.189.87.141	tcp	2000	cisco-sccp
179.189.87.141	tcp	8081	tproxy
179.189.87.141	tcp	8291	
179.189.87.142	tcp	30960	
179.189.87.142	tcp	49152	
179.189.87.142	tcp	554	rtsp
179.189.87.142	tcp	80	http
179.189.87.142	tcp	8000	
179.189.87.142	tcp	8080	http-alt
179.189.87.142	tcp	9010	
179.189.87.142	tcp	9020	
179.189.87.143	tcp	2000	cisco-sccp
179.189.87.143	tcp	8081	tproxy
179.189.87.143	tcp	8291	
179.189.87.144	tcp	2000	cisco-sccp
179.189.87.144	tcp	8081	tproxy
179.189.87.144	tcp	8291	
179.189.87.145	tcp	2000	cisco-sccp
179.189.87.145	tcp	8081	tproxy
179.189.87.145	tcp	8291	
179.189.87.146	tcp	80	http
179.189.87.147	tcp	30960	
179.189.87.147	tcp	554	rtsp
179.189.87.147	tcp	80	http
179.189.87.147	tcp	8000	
179.189.87.147	tcp	9020	
179.189.87.149	tcp	80	http
179.189.87.150	tcp	10001	
179.189.87.150	tcp	22	ssh
179.189.87.150	tcp	443	https
179.189.87.150	tcp	80	http
179.189.87.151	tcp	2442	
179.189.87.151	tcp	37783	
179.189.87.151	tcp	44273	
179.189.87.151	tcp	48899	
179.189.87.151	tcp	54049	
179.189.87.151	tcp	57961	
179.189.87.151	tcp	80	http
179.189.87.152	tcp	10001	
179.189.87.152	tcp	22	ssh
179.189.87.152	tcp	443	https
179.189.87.152	tcp	80	http
179.189.87.153	tcp	10001	
179.189.87.153	tcp	22	ssh
179.189.87.153	tcp	443	https
179.189.87.153	tcp	80	http
179.189.87.154	tcp	22	ssh
179.189.87.154	tcp	26317	
179.189.87.154	tcp	443	https
179.189.87.154	tcp	49152	
179.189.87.154	tcp	554	rtsp
179.189.87.154	tcp	80	http
179.189.87.154	tcp	9000	
179.189.87.154	tcp	9090	
179.189.87.155	tcp	2442	
179.189.87.155	tcp	80	http
179.189.87.156	tcp	30960	
179.189.87.156	tcp	38827	
179.189.87.156	tcp	44959	
179.189.87.156	tcp	48560	
179.189.87.156	tcp	49152	
179.189.87.156	tcp	53000	
179.189.87.156	tcp	53735	
179.189.87.156	tcp	554	rtsp
179.189.87.156	tcp	59559	
179.189.87.156	tcp	9000	
179.189.87.156	tcp	9010	
179.189.87.156	tcp	9020	
179.189.87.156	tcp	9090	
179.189.87.157	tcp	2000	cisco-sccp
179.189.87.157	tcp	21	ftp
179.189.87.157	tcp	22	ssh
179.189.87.157	tcp	80	http
179.189.87.157	tcp	8291	
179.189.87.157	tcp	8728	
179.189.87.157	tcp	8729	
179.189.87.158	tcp	80	http
179.189.87.159	tcp	31963	
179.189.87.159	tcp	46378	
179.189.87.159	tcp	51405	
179.189.87.159	tcp	554	rtsp
179.189.87.159	tcp	80	http
179.189.87.159	tcp	9000	
179.189.87.159	tcp	9090	
179.189.87.161	tcp	30960	
179.189.87.161	tcp	53000	
179.189.87.161	tcp	554	rtsp
179.189.87.161	tcp	80	http
179.189.87.161	tcp	880	
179.189.87.161	tcp	9000	
179.189.87.161	tcp	9090	
179.189.87.163	tcp	2000	cisco-sccp
179.189.87.163	tcp	53	domain
179.189.87.163	tcp	8291	
179.189.87.164	tcp	2000	cisco-sccp
179.189.87.164	tcp	8081	tproxy
179.189.87.164	tcp	8291	
179.189.87.165	tcp	1935	
179.189.87.165	tcp	554	rtsp
179.189.87.165	tcp	80	http
179.189.87.165	tcp	8080	http-alt
179.189.87.167	tcp	80	http
179.189.87.168	tcp	80	http
179.189.87.168	tcp	8000	
179.189.87.168	tcp	8001	
179.189.87.168	tcp	8002	
179.189.87.169	tcp	80	http
179.189.87.170	tcp	2000	cisco-sccp
179.189.87.170	tcp	22	ssh
179.189.87.170	tcp	80	http
179.189.87.170	tcp	8291	
179.189.87.170	tcp	8728	
179.189.87.170	tcp	8729	
179.189.87.171	tcp	80	http
179.189.87.172	tcp	80	http
179.189.87.172	tcp	8000	
179.189.87.172	tcp	8001	
179.189.87.172	tcp	8002	
179.189.87.173	tcp	80	http
179.189.87.174	tcp	80	http
179.189.87.175	tcp	80	http
179.189.87.177	tcp	10001	
179.189.87.177	tcp	22	ssh
179.189.87.177	tcp	34567	
179.189.87.177	tcp	80	http
179.189.87.177	tcp	8000	
179.189.87.178	tcp	179	bgp
179.189.87.178	tcp	2000	cisco-sccp
179.189.87.178	tcp	22	ssh
179.189.87.178	tcp	8081	tproxy
179.189.87.178	tcp	8291	
179.189.87.179	tcp	179	bgp
179.189.87.179	tcp	2000	cisco-sccp
179.189.87.179	tcp	22	ssh
179.189.87.179	tcp	8081	tproxy
179.189.87.179	tcp	8291	
179.189.87.180	tcp	179	bgp
179.189.87.180	tcp	2000	cisco-sccp
179.189.87.180	tcp	22	ssh
179.189.87.180	tcp	8081	tproxy
179.189.87.180	tcp	8291	
179.189.87.181	tcp	179	bgp
179.189.87.181	tcp	2000	cisco-sccp
179.189.87.181	tcp	22	ssh
179.189.87.181	tcp	8081	tproxy
179.189.87.181	tcp	8291	
179.189.87.182	tcp	179	bgp
179.189.87.182	tcp	2000	cisco-sccp
179.189.87.182	tcp	22	ssh
179.189.87.182	tcp	8081	tproxy
179.189.87.182	tcp	8291	
179.189.87.183	tcp	179	bgp
179.189.87.183	tcp	2000	cisco-sccp
179.189.87.183	tcp	22	ssh
179.189.87.183	tcp	8081	tproxy
179.189.87.183	tcp	8291	
179.189.87.184	tcp	179	bgp
179.189.87.184	tcp	2000	cisco-sccp
179.189.87.184	tcp	22	ssh
179.189.87.184	tcp	8081	tproxy
