IP	Protocol	Port	Service
179.189.92.77	tcp	2211	
179.189.92.77	tcp	8081	tproxy
179.189.92.77	tcp	8291	
179.189.92.78	tcp	2000	cisco-sccp
179.189.92.78	tcp	2210	
179.189.92.78	tcp	2211	
179.189.92.78	tcp	8081	tproxy
179.189.92.78	tcp	8291	
179.189.92.79	tcp	2000	cisco-sccp
179.189.92.79	tcp	2210	
179.189.92.79	tcp	8081	tproxy
179.189.92.79	tcp	8291	
179.189.92.8	tcp	34599	
179.189.92.8	tcp	554	rtsp
179.189.92.8	tcp	80	http
179.189.92.81	tcp	10001	
179.189.92.81	tcp	22	ssh
179.189.92.81	tcp	443	https
179.189.92.81	tcp	53	domain
179.189.92.81	tcp	80	http
179.189.92.83	tcp	16828	
179.189.92.83	tcp	80	http
179.189.92.84	tcp	2000	cisco-sccp
179.189.92.84	tcp	8282	
179.189.92.85	tcp	2000	cisco-sccp
179.189.92.85	tcp	21	ftp
179.189.92.85	tcp	22	ssh
179.189.92.85	tcp	80	http
179.189.92.85	tcp	8291	
179.189.92.85	tcp	8728	
179.189.92.85	tcp	8729	
179.189.92.87	tcp	2000	cisco-sccp
179.189.92.87	tcp	2210	
179.189.92.87	tcp	2211	
179.189.92.87	tcp	8081	tproxy
179.189.92.88	tcp	2000	cisco-sccp
179.189.92.88	tcp	2210	
179.189.92.88	tcp	2211	
179.189.92.88	tcp	8081	tproxy
179.189.92.88	tcp	8291	
179.189.92.89	tcp	2000	cisco-sccp
179.189.92.89	tcp	2210	
179.189.92.89	tcp	2211	
179.189.92.89	tcp	8081	tproxy
179.189.92.89	tcp	8291	
179.189.92.9	tcp	22	ssh
179.189.92.9	tcp	443	https
179.189.92.9	tcp	80	http
179.189.92.90	tcp	2000	cisco-sccp
179.189.92.90	tcp	2210	
179.189.92.90	tcp	2211	
179.189.92.90	tcp	8081	tproxy
179.189.92.90	tcp	8291	
179.189.92.91	tcp	34320	
179.189.92.91	tcp	37777	
179.189.92.91	tcp	49152	
179.189.92.91	tcp	554	rtsp
179.189.92.91	tcp	7000	afs3-fileserver
179.189.92.91	tcp	8686	
179.189.92.92	tcp	14150	
179.189.92.92	tcp	37777	
179.189.92.92	tcp	49152	
179.189.92.92	tcp	554	rtsp
179.189.92.92	tcp	80	http
179.189.92.92	tcp	8686	
179.189.92.93	tcp	22	ssh
179.189.92.93	tcp	37726	
179.189.92.93	tcp	37777	
179.189.92.93	tcp	443	https
179.189.92.93	tcp	49152	
179.189.92.93	tcp	554	rtsp
179.189.92.93	tcp	80	http
179.189.92.93	tcp	8686	
179.189.92.97	tcp	34599	
179.189.92.97	tcp	7000	afs3-fileserver
179.189.92.97	tcp	8001	
179.189.92.98	tcp	80	http
179.189.92.99	tcp	80	http
179.189.93.1	tcp	2000	cisco-sccp
179.189.93.1	tcp	21	ftp
179.189.93.1	tcp	53	domain
179.189.93.10	tcp	21	ftp
179.189.93.100	tcp	23314	
179.189.93.100	tcp	80	http
179.189.93.101	tcp	37777	
179.189.93.101	tcp	49152	
179.189.93.101	tcp	5000	
179.189.93.101	tcp	554	rtsp
179.189.93.101	tcp	80	http
179.189.93.101	tcp	8080	http-alt
179.189.93.101	tcp	8686	
179.189.93.102	tcp	38208	
179.189.93.102	tcp	60000	
179.189.93.102	tcp	80	http
179.189.93.102	tcp	8090	
179.189.93.102	tcp	9981	
179.189.93.104	tcp	32319	
179.189.93.104	tcp	41159	
179.189.93.104	tcp	44769	
179.189.93.104	tcp	53368	
179.189.93.104	tcp	57465	
179.189.93.108	tcp	22	ssh
179.189.93.108	tcp	443	https
179.189.93.108	tcp	53	domain
179.189.93.108	tcp	80	http
179.189.93.109	tcp	4433	
179.189.93.109	tcp	80	http
179.189.93.110	tcp	10001	
179.189.93.110	tcp	1433	ms-sql-s
179.189.93.110	tcp	22	ssh
179.189.93.110	tcp	443	https
179.189.93.110	tcp	6320	
179.189.93.110	tcp	80	http
179.189.93.111	tcp	443	https
179.189.93.111	tcp	80	http
179.189.93.111	tcp	9000	
179.189.93.113	tcp	22	ssh
179.189.93.113	tcp	35777	
179.189.93.113	tcp	443	https
179.189.93.113	tcp	53	domain
179.189.93.113	tcp	80	http
179.189.93.128	tcp	2000	cisco-sccp
179.189.93.128	tcp	8081	tproxy
179.189.93.128	tcp	8291	
179.189.93.129	tcp	443	https
179.189.93.129	tcp	80	http
179.189.93.132	tcp	2000	cisco-sccp
179.189.93.132	tcp	8081	tproxy
179.189.93.132	tcp	8291	
179.189.93.133	tcp	2000	cisco-sccp
179.189.93.133	tcp	8081	tproxy
179.189.93.133	tcp	8291	
179.189.93.134	tcp	2000	cisco-sccp
179.189.93.134	tcp	8081	tproxy
179.189.93.134	tcp	8291	
179.189.93.135	tcp	2000	cisco-sccp
179.189.93.135	tcp	8081	tproxy
179.189.93.136	tcp	8081	tproxy
179.189.93.136	tcp	8291	
179.189.93.137	tcp	2000	cisco-sccp
179.189.93.137	tcp	8081	tproxy
179.189.93.137	tcp	8291	
179.189.93.138	tcp	2000	cisco-sccp
179.189.93.138	tcp	8081	tproxy
179.189.93.138	tcp	8291	
179.189.93.139	tcp	2000	cisco-sccp
179.189.93.139	tcp	8081	tproxy
179.189.93.139	tcp	8291	
179.189.93.140	tcp	2000	cisco-sccp
179.189.93.140	tcp	8081	tproxy
179.189.93.140	tcp	8291	
179.189.93.141	tcp	2000	cisco-sccp
179.189.93.141	tcp	8081	tproxy
179.189.93.141	tcp	8291	
179.189.93.142	tcp	2000	cisco-sccp
179.189.93.142	tcp	8081	tproxy
179.189.93.142	tcp	8291	
179.189.93.143	tcp	2000	cisco-sccp
179.189.93.143	tcp	8081	tproxy
179.189.93.143	tcp	8291	
179.189.93.144	tcp	443	https
179.189.93.144	tcp	80	http
179.189.93.145	tcp	2000	cisco-sccp
179.189.93.145	tcp	8081	tproxy
179.189.93.145	tcp	8291	
179.189.93.146	tcp	2000	cisco-sccp
179.189.93.146	tcp	8081	tproxy
179.189.93.146	tcp	8291	
179.189.93.147	tcp	2000	cisco-sccp
179.189.93.147	tcp	8081	tproxy
179.189.93.147	tcp	8291	
179.189.93.148	tcp	2000	cisco-sccp
179.189.93.148	tcp	8081	tproxy
179.189.93.150	tcp	80	http
179.189.93.151	tcp	2000	cisco-sccp
179.189.93.151	tcp	8081	tproxy
179.189.93.151	tcp	8291	
179.189.93.153	tcp	1723	
179.189.93.153	tcp	21	ftp
179.189.93.153	tcp	80	http
179.189.93.154	tcp	179	bgp
179.189.93.154	tcp	2000	cisco-sccp
179.189.93.154	tcp	8081	tproxy
179.189.93.154	tcp	8291	
179.189.93.155	tcp	179	bgp
179.189.93.155	tcp	2000	cisco-sccp
179.189.93.155	tcp	22	ssh
179.189.93.155	tcp	8081	tproxy
179.189.93.155	tcp	8291	
179.189.93.156	tcp	179	bgp
179.189.93.156	tcp	2000	cisco-sccp
179.189.93.156	tcp	22	ssh
179.189.93.156	tcp	8081	tproxy
179.189.93.156	tcp	8291	
179.189.93.157	tcp	179	bgp
179.189.93.157	tcp	2000	cisco-sccp
179.189.93.157	tcp	22	ssh
179.189.93.157	tcp	8081	tproxy
179.189.93.157	tcp	8291	
179.189.93.158	tcp	179	bgp
179.189.93.158	tcp	2000	cisco-sccp
179.189.93.158	tcp	22	ssh
179.189.93.158	tcp	8081	tproxy
179.189.93.158	tcp	8291	
179.189.93.159	tcp	179	bgp
179.189.93.159	tcp	2000	cisco-sccp
179.189.93.159	tcp	22	ssh
179.189.93.159	tcp	8081	tproxy
179.189.93.159	tcp	8291	
179.189.93.160	tcp	179	bgp
179.189.93.160	tcp	2000	cisco-sccp
179.189.93.160	tcp	22	ssh
179.189.93.160	tcp	8081	tproxy
179.189.93.160	tcp	8291	
179.189.93.161	tcp	179	bgp
179.189.93.161	tcp	22	ssh
179.189.93.161	tcp	8081	tproxy
179.189.93.161	tcp	8291	
179.189.93.162	tcp	179	bgp
179.189.93.162	tcp	2000	cisco-sccp
179.189.93.162	tcp	22	ssh
179.189.93.162	tcp	8081	tproxy
179.189.93.162	tcp	8291	
179.189.93.163	tcp	179	bgp
179.189.93.163	tcp	2000	cisco-sccp
179.189.93.163	tcp	22	ssh
179.189.93.163	tcp	8081	tproxy
179.189.93.163	tcp	8291	
179.189.93.164	tcp	179	bgp
179.189.93.164	tcp	2000	cisco-sccp
179.189.93.164	tcp	22	ssh
179.189.93.164	tcp	8081	tproxy
179.189.93.164	tcp	8291	
179.189.93.165	tcp	179	bgp
179.189.93.165	tcp	2000	cisco-sccp
179.189.93.165	tcp	22	ssh
179.189.93.165	tcp	8081	tproxy
179.189.93.165	tcp	8291	
179.189.93.166	tcp	179	bgp
179.189.93.166	tcp	2000	cisco-sccp
179.189.93.166	tcp	22	ssh
179.189.93.166	tcp	8081	tproxy
179.189.93.166	tcp	8291	
179.189.93.167	tcp	179	bgp
179.189.93.167	tcp	2000	cisco-sccp
179.189.93.167	tcp	22	ssh
179.189.93.167	tcp	8081	tproxy
179.189.93.167	tcp	8291	
179.189.93.168	tcp	179	bgp
179.189.93.168	tcp	2000	cisco-sccp
179.189.93.168	tcp	22	ssh
179.189.93.168	tcp	8081	tproxy
179.189.93.168	tcp	8291	
179.189.93.169	tcp	179	bgp
179.189.93.169	tcp	2000	cisco-sccp
179.189.93.169	tcp	22	ssh
179.189.93.169	tcp	8081	tproxy
179.189.93.169	tcp	8291	
179.189.93.170	tcp	179	bgp
179.189.93.170	tcp	2000	cisco-sccp
179.189.93.170	tcp	22	ssh
179.189.93.170	tcp	8081	tproxy
179.189.93.170	tcp	8291	
179.189.93.171	tcp	179	bgp
179.189.93.171	tcp	2000	cisco-sccp
179.189.93.171	tcp	22	ssh
179.189.93.171	tcp	8081	tproxy
179.189.93.171	tcp	8291	
179.189.93.172	tcp	179	bgp
179.189.93.172	tcp	2000	cisco-sccp
179.189.93.172	tcp	22	ssh
179.189.93.172	tcp	8081	tproxy
179.189.93.172	tcp	8291	
179.189.93.173	tcp	179	bgp
179.189.93.173	tcp	2000	cisco-sccp
179.189.93.173	tcp	22	ssh
179.189.93.173	tcp	8081	tproxy
179.189.93.173	tcp	8291	
179.189.93.174	tcp	179	bgp
179.189.93.174	tcp	2000	cisco-sccp
179.189.93.174	tcp	22	ssh
179.189.93.174	tcp	8081	tproxy
179.189.93.174	tcp	8291	
179.189.93.175	tcp	179	bgp
179.189.93.175	tcp	2000	cisco-sccp
179.189.93.175	tcp	22	ssh
179.189.93.175	tcp	8081	tproxy
179.189.93.175	tcp	8291	
179.189.93.176	tcp	179	bgp
179.189.93.176	tcp	2000	cisco-sccp
179.189.93.176	tcp	22	ssh
179.189.93.176	tcp	8081	tproxy
179.189.93.176	tcp	8291	
179.189.93.177	tcp	179	bgp
179.189.93.177	tcp	2000	cisco-sccp
179.189.93.177	tcp	22	ssh
179.189.93.177	tcp	8081	tproxy
179.189.93.177	tcp	8291	
179.189.93.178	tcp	179	bgp
179.189.93.178	tcp	2000	cisco-sccp
179.189.93.178	tcp	22	ssh
179.189.93.178	tcp	8081	tproxy
179.189.93.178	tcp	8291	
179.189.93.179	tcp	179	bgp
179.189.93.179	tcp	2000	cisco-sccp
179.189.93.179	tcp	22	ssh
179.189.93.179	tcp	8081	tproxy
179.189.93.179	tcp	8291	
179.189.93.180	tcp	179	bgp
179.189.93.180	tcp	2000	cisco-sccp
179.189.93.180	tcp	22	ssh
179.189.93.180	tcp	8081	tproxy
179.189.93.181	tcp	179	bgp
179.189.93.181	tcp	2000	cisco-sccp
179.189.93.181	tcp	22	ssh
179.189.93.181	tcp	8081	tproxy
179.189.93.181	tcp	8291	
179.189.93.182	tcp	2000	cisco-sccp
179.189.93.182	tcp	2210	
179.189.93.182	tcp	2211	
179.189.93.182	tcp	2215	
179.189.93.182	tcp	8062	
179.189.93.182	tcp	8063	
179.189.93.182	tcp	8064	
179.189.93.182	tcp	8065	
179.189.93.182	tcp	8068	
179.189.93.182	tcp	8069	
179.189.93.182	tcp	8070	
179.189.93.182	tcp	8071	
179.189.93.182	tcp	8072	
179.189.93.182	tcp	8073	
179.189.93.182	tcp	8074	
179.189.93.182	tcp	8075	
179.189.93.182	tcp	8076	
179.189.93.182	tcp	8077	
179.189.93.182	tcp	8078	
179.189.93.182	tcp	8079	
179.189.93.182	tcp	8081	tproxy
179.189.93.182	tcp	8084	
179.189.93.182	tcp	8085	
179.189.93.182	tcp	8086	
179.189.93.182	tcp	8087	
179.189.93.182	tcp	8088	omniorb
179.189.93.182	tcp	8089	
179.189.93.182	tcp	8090	
179.189.93.182	tcp	8091	
179.189.93.182	tcp	8092	
179.189.93.182	tcp	8093	
179.189.93.182	tcp	8097	
179.189.93.182	tcp	8107	
179.189.93.182	tcp	8161	
179.189.93.182	tcp	8162	
179.189.93.182	tcp	8163	
179.189.93.182	tcp	8164	
179.189.93.182	tcp	8165	
179.189.93.182	tcp	8166	
179.189.93.182	tcp	8167	
179.189.93.182	tcp	8168	
179.189.93.182	tcp	8169	
179.189.93.182	tcp	8170	
179.189.93.182	tcp	8171	
179.189.93.182	tcp	8172	
179.189.93.182	tcp	8173	
179.189.93.182	tcp	8180	
179.189.93.182	tcp	8182	
179.189.93.182	tcp	8261	
179.189.93.182	tcp	8291	
179.189.93.182	tcp	8361	
179.189.93.182	tcp	8362	
179.189.93.182	tcp	8364	
179.189.93.182	tcp	8365	
179.189.93.182	tcp	8366	
179.189.93.182	tcp	8372	
179.189.93.182	tcp	8373	
179.189.93.183	tcp	2000	cisco-sccp
179.189.93.183	tcp	56421	
179.189.93.184	tcp	26734	
179.189.93.184	tcp	80	http
179.189.93.185	tcp	554	rtsp
179.189.93.185	tcp	7500	
179.189.93.186	tcp	80	http
179.189.93.187	tcp	80	http
179.189.93.188	tcp	80	http
179.189.93.190	tcp	554	rtsp
179.189.93.190	tcp	7200	
179.189.93.190	tcp	7500	
179.189.93.190	tcp	8180	
179.189.93.190	tcp	9530	
179.189.93.198	tcp	80	http
179.189.93.211	tcp	80	http
179.189.93.211	tcp	9080	
179.189.93.212	tcp	37777	
179.189.93.212	tcp	443	https
179.189.93.212	tcp	554	rtsp
179.189.93.212	tcp	80	http
179.189.93.212	tcp	8000	
179.189.93.213	tcp	135	epmap
179.189.93.213	tcp	139	netbios-ssn
179.189.93.213	tcp	21	ftp
179.189.93.213	tcp	28354	
179.189.93.213	tcp	38354	
179.189.93.213	tcp	47001	
179.189.93.213	tcp	49665	
179.189.93.213	tcp	49666	
179.189.93.213	tcp	49667	
179.189.93.213	tcp	49668	
179.189.93.213	tcp	49679	
179.189.93.213	tcp	49690	
179.189.93.213	tcp	5554	
179.189.93.213	tcp	5985	
179.189.93.213	tcp	64866	
179.189.93.213	tcp	7070	
179.189.93.213	tcp	8081	tproxy
179.189.93.213	tcp	8082	
179.189.93.213	tcp	8620	
179.189.93.213	tcp	9090	
179.189.93.214	tcp	8999	
179.189.93.215	tcp	80	http
179.189.93.216	tcp	10001	
179.189.93.216	tcp	22	ssh
179.189.93.216	tcp	443	https
179.189.93.216	tcp	554	rtsp
179.189.93.216	tcp	8000	
179.189.93.217	tcp	30290	
179.189.93.217	tcp	30960	
179.189.93.217	tcp	45391	
179.189.93.217	tcp	51799	
179.189.93.217	tcp	554	rtsp
179.189.93.217	tcp	57705	
179.189.93.217	tcp	80	http
179.189.93.217	tcp	8000	
179.189.93.217	tcp	9010	
179.189.93.217	tcp	9020	
179.189.93.218	tcp	10001	
179.189.93.218	tcp	22	ssh
179.189.93.218	tcp	443	https
179.189.93.218	tcp	80	http
179.189.93.219	tcp	10001	
179.189.93.219	tcp	22	ssh
179.189.93.219	tcp	37777	
179.189.93.219	tcp	443	https
179.189.93.219	tcp	80	http
179.189.93.220	tcp	2000	cisco-sccp
179.189.93.220	tcp	21	ftp
179.189.93.220	tcp	22	ssh
179.189.93.220	tcp	80	http
179.189.93.220	tcp	8291	
179.189.93.220	tcp	8728	
179.189.93.220	tcp	8729	
179.189.93.222	tcp	37777	
179.189.93.222	tcp	554	rtsp
179.189.93.222	tcp	8090	
179.189.93.223	tcp	2000	cisco-sccp
179.189.93.223	tcp	21	ftp
179.189.93.223	tcp	22	ssh
179.189.93.223	tcp	3389	
179.189.93.223	tcp	3390	
179.189.93.223	tcp	3391	
179.189.93.223	tcp	3392	
179.189.93.223	tcp	80	http
179.189.93.223	tcp	8729	
179.189.93.225	tcp	443	https
179.189.93.225	tcp	80	http
179.189.93.227	tcp	443	https
179.189.93.228	tcp	443	https
179.189.93.228	tcp	80	http
179.189.93.229	tcp	443	https
179.189.93.230	tcp	443	https
179.189.93.230	tcp	80	http
179.189.93.231	tcp	22	ssh
179.189.93.231	tcp	443	https
179.189.93.232	tcp	443	https
179.189.93.233	tcp	80	http
179.189.93.234	tcp	22	ssh
179.189.93.234	tcp	443	https
179.189.93.234	tcp	80	http
179.189.93.235	tcp	80	http
179.189.93.236	tcp	443	https
179.189.93.236	tcp	80	http
179.189.93.237	tcp	443	https
179.189.93.237	tcp	80	http
179.189.93.239	tcp	443	https
179.189.93.241	tcp	2000	cisco-sccp
179.189.93.241	tcp	8081	tproxy
179.189.93.241	tcp	8291	
179.189.93.242	tcp	222	
179.189.93.242	tcp	4443	
179.189.93.242	tcp	8080	http-alt
179.189.93.246	tcp	222	
179.189.93.246	tcp	4443	
179.189.93.246	tcp	8080	http-alt
179.189.93.251	tcp	222	
179.189.93.251	tcp	37777	
179.189.93.251	tcp	4443	
179.189.93.251	tcp	8080	http-alt
179.189.93.252	tcp	1720	
179.189.93.252	tcp	5001	
179.189.93.254	tcp	2000	cisco-sccp
179.189.93.254	tcp	8081	tproxy
179.189.93.254	tcp	8291	
179.189.93.5	tcp	2000	cisco-sccp
179.189.93.5	tcp	8081	tproxy
179.189.93.5	tcp	8291	
179.189.93.6	tcp	211	
179.189.93.6	tcp	3389	
179.189.93.6	tcp	49155	
179.189.93.6	tcp	7070	
179.189.93.81	tcp	2000	cisco-sccp
179.189.93.81	tcp	8081	tproxy
179.189.93.81	tcp	8291	
179.189.93.84	tcp	38673	
179.189.93.84	tcp	47815	
179.189.93.84	tcp	49152	
179.189.93.84	tcp	554	rtsp
179.189.93.84	tcp	55575	
179.189.93.84	tcp	80	http
179.189.93.84	tcp	8000	
179.189.93.84	tcp	8080	http-alt
179.189.93.84	tcp	9010	
179.189.93.84	tcp	9020	
179.189.93.85	tcp	30960	
179.189.93.85	tcp	554	rtsp
179.189.93.85	tcp	7000	afs3-fileserver
179.189.93.85	tcp	8000	
179.189.93.85	tcp	8080	http-alt
179.189.93.85	tcp	9010	
179.189.93.85	tcp	9020	
179.189.93.86	tcp	2000	cisco-sccp
179.189.93.86	tcp	8081	tproxy
179.189.93.9	tcp	2000	cisco-sccp
179.189.93.9	tcp	8081	tproxy
179.189.93.9	tcp	8291	
179.189.93.90	tcp	33802	
179.189.93.90	tcp	41990	
179.189.93.90	tcp	46554	
179.189.93.90	tcp	57054	
179.189.93.90	tcp	80	http
179.189.94.1	tcp	2000	cisco-sccp
179.189.94.1	tcp	22	ssh
179.189.94.1	tcp	8081	tproxy
179.189.94.1	tcp	8291	
179.189.94.2	tcp	2000	cisco-sccp
179.189.94.2	tcp	22	ssh
179.189.94.2	tcp	8081	tproxy
179.189.94.2	tcp	8291	
179.189.94.21	tcp	49152	
179.189.94.21	tcp	5000	
179.189.94.21	tcp	554	rtsp
179.189.94.21	tcp	8686	
179.189.94.249	tcp	2000	cisco-sccp
179.189.94.249	tcp	8081	tproxy
179.189.94.249	tcp	8291	
179.189.94.250	tcp	22	ssh
179.189.94.250	tcp	5001	
179.189.94.250	tcp	5432	postgresql
179.189.94.250	tcp	5433	
179.189.94.250	tcp	60309	
179.189.94.250	tcp	60380	
179.189.94.250	tcp	6099	
179.189.94.250	tcp	8009	
179.189.94.250	tcp	8080	http-alt
179.189.94.253	tcp	2000	cisco-sccp
179.189.94.253	tcp	8081	tproxy
179.189.94.253	tcp	8291	
179.189.94.254	tcp	22	ssh
179.189.94.254	tcp	443	https
179.189.94.254	tcp	5060	sip
179.189.94.254	tcp	53	domain
179.189.94.254	tcp	80	http
179.189.94.254	tcp	8080	http-alt
179.189.94.3	tcp	22	ssh
179.189.94.3	tcp	8081	tproxy
179.189.94.3	tcp	8291	
179.189.94.4	tcp	2000	cisco-sccp
179.189.94.4	tcp	22	ssh
179.189.94.4	tcp	8081	tproxy
179.189.94.4	tcp	8291	
179.189.94.5	tcp	2000	cisco-sccp
179.189.94.5	tcp	22	ssh
179.189.94.5	tcp	8081	tproxy
179.189.94.5	tcp	8291	
179.189.94.57	tcp	179	bgp
179.189.94.57	tcp	2000	cisco-sccp
179.189.94.57	tcp	8081	tproxy
179.189.94.57	tcp	8291	
179.189.94.58	tcp	2000	cisco-sccp
179.189.94.58	tcp	22	ssh
179.189.94.58	tcp	8081	tproxy
179.189.94.58	tcp	8291	
179.189.94.6	tcp	2000	cisco-sccp
179.189.94.6	tcp	22	ssh
179.189.94.6	tcp	8081	tproxy
179.189.94.6	tcp	8291	
179.189.94.61	tcp	179	bgp
179.189.94.61	tcp	2000	cisco-sccp
179.189.94.61	tcp	8081	tproxy
179.189.94.61	tcp	8291	
179.189.94.62	tcp	1723	
179.189.94.62	tcp	2000	cisco-sccp
179.189.94.62	tcp	29900	
179.189.94.62	tcp	34567	
179.189.94.62	tcp	37772	
179.189.94.62	tcp	37773	
179.189.94.62	tcp	37774	
179.189.94.62	tcp	37777	
179.189.94.62	tcp	37779	
179.189.94.62	tcp	37780	
179.189.94.62	tcp	37785	
179.189.94.62	tcp	37786	
179.189.94.62	tcp	37787	
179.189.94.62	tcp	555	
179.189.94.62	tcp	556	remotefs
179.189.94.62	tcp	558	
179.189.94.62	tcp	559	
179.189.94.62	tcp	8084	
179.189.94.62	tcp	8085	
179.189.94.62	tcp	8086	
179.189.94.62	tcp	8288	
179.189.94.62	tcp	9009	
179.189.94.62	tcp	9090	
179.189.94.62	tcp	9091	
179.189.94.66	tcp	10001	
179.189.94.66	tcp	34567	
179.189.94.66	tcp	37773	
179.189.94.66	tcp	37774	
179.189.94.66	tcp	37779	
179.189.94.66	tcp	37780	
179.189.94.66	tcp	37785	
179.189.94.66	tcp	37786	
179.189.94.66	tcp	37787	
179.189.94.66	tcp	4488	
179.189.94.66	tcp	555	
179.189.94.66	tcp	556	remotefs
179.189.94.66	tcp	558	
179.189.94.66	tcp	559	
179.189.94.66	tcp	8084	
179.189.94.66	tcp	8085	
179.189.94.66	tcp	8086	
179.189.94.66	tcp	9009	
179.189.94.66	tcp	9090	
179.189.94.66	tcp	9091	
179.189.94.7	tcp	2000	cisco-sccp
179.189.94.7	tcp	22	ssh
179.189.94.7	tcp	8081	tproxy
179.189.94.7	tcp	8291	
179.189.94.8	tcp	2000	cisco-sccp
179.189.94.8	tcp	22	ssh
179.189.94.8	tcp	8081	tproxy
179.189.94.8	tcp	8291	
179.189.95.1	tcp	2000	cisco-sccp
179.189.95.1	tcp	21	ftp
179.189.95.1	tcp	22	ssh
179.189.95.1	tcp	80	http
179.189.95.1	tcp	8291	
179.189.95.1	tcp	8728	
179.189.95.1	tcp	8729	
179.189.95.10	tcp	8090	
179.189.95.100	tcp	55000	
179.189.95.100	tcp	80	http
179.189.95.101	tcp	554	rtsp
179.189.95.101	tcp	57801	
179.189.95.101	tcp	7000	afs3-fileserver
179.189.95.101	tcp	80	http
179.189.95.101	tcp	8000	
179.189.95.103	tcp	10001	
179.189.95.103	tcp	22	ssh
179.189.95.103	tcp	443	https
179.189.95.103	tcp	7005	afs3-volser
179.189.95.103	tcp	80	http
179.189.95.103	tcp	8005	
179.189.95.104	tcp	10299	
179.189.95.104	tcp	80	http
179.189.95.105	tcp	34045	
179.189.95.105	tcp	37777	
179.189.95.105	tcp	49152	
179.189.95.105	tcp	554	rtsp
179.189.95.105	tcp	80	http
179.189.95.105	tcp	8686	
179.189.95.106	tcp	443	https
179.189.95.106	tcp	80	http
179.189.95.108	tcp	10001	
179.189.95.108	tcp	22	ssh
179.189.95.108	tcp	443	https
179.189.95.108	tcp	554	rtsp
179.189.95.108	tcp	8000	
179.189.95.108	tcp	8001	
179.189.95.109	tcp	80	http
179.189.95.11	tcp	2000	cisco-sccp
179.189.95.11	tcp	8081	tproxy
179.189.95.11	tcp	8291	
179.189.95.110	tcp	20000	
179.189.95.110	tcp	554	rtsp
179.189.95.110	tcp	80	http
179.189.95.110	tcp	8090	
179.189.95.110	tcp	9010	
179.189.95.110	tcp	9020	
179.189.95.112	tcp	35113	
179.189.95.112	tcp	43057	
179.189.95.112	tcp	554	rtsp
179.189.95.112	tcp	57251	
179.189.95.112	tcp	80	http
179.189.95.113	tcp	443	https
179.189.95.113	tcp	554	rtsp
179.189.95.113	tcp	80	http
179.189.95.113	tcp	8000	
179.189.95.113	tcp	8090	
179.189.95.114	tcp	2000	cisco-sccp
179.189.95.114	tcp	2210	
179.189.95.114	tcp	2211	
179.189.95.114	tcp	4460	
179.189.95.114	tcp	4556	
179.189.95.114	tcp	4560	
179.189.95.114	tcp	5028	
179.189.95.114	tcp	7022	
179.189.95.114	tcp	7569	
179.189.95.114	tcp	8586	
179.189.95.115	tcp	1212	
179.189.95.115	tcp	35000	
179.189.95.115	tcp	5000	
179.189.95.115	tcp	8006	
179.189.95.116	tcp	22	ssh
179.189.95.116	tcp	443	https
179.189.95.116	tcp	80	http
179.189.95.117	tcp	443	https
179.189.95.117	tcp	80	http
179.189.95.118	tcp	443	https
179.189.95.118	tcp	554	rtsp
179.189.95.118	tcp	80	http
179.189.95.119	tcp	443	https
179.189.95.119	tcp	80	http
179.189.95.120	tcp	10001	
179.189.95.120	tcp	80	http
179.189.95.121	tcp	22	ssh
179.189.95.121	tcp	3005	
179.189.95.121	tcp	443	https
179.189.95.121	tcp	53	domain
179.189.95.121	tcp	7006	afs3-errors
179.189.95.121	tcp	80	http
179.189.95.121	tcp	8006	
179.189.95.122	tcp	34689	
179.189.95.122	tcp	37777	
179.189.95.123	tcp	34567	
179.189.95.123	tcp	554	rtsp
179.189.95.123	tcp	80	http
179.189.95.125	tcp	22	ssh
179.189.95.125	tcp	443	https
179.189.95.125	tcp	53	domain
179.189.95.125	tcp	80	http
179.189.95.126	tcp	80	http
179.189.95.127	tcp	10001	
179.189.95.127	tcp	22	ssh
179.189.95.127	tcp	443	https
179.189.95.127	tcp	80	http
179.189.95.127	tcp	8000	
179.189.95.127	tcp	8090	
179.189.95.128	tcp	1723	
179.189.95.128	tcp	2000	cisco-sccp
179.189.95.128	tcp	21	ftp
179.189.95.128	tcp	22	ssh
179.189.95.128	tcp	222	
179.189.95.128	tcp	23	telnet
179.189.95.128	tcp	53	domain
179.189.95.128	tcp	80	http
179.189.95.128	tcp	8291	
179.189.95.128	tcp	8293	
179.189.95.128	tcp	8728	
179.189.95.128	tcp	8729	
179.189.95.129	tcp	23	telnet
179.189.95.129	tcp	37777	
179.189.95.129	tcp	4433	
179.189.95.129	tcp	554	rtsp
179.189.95.129	tcp	80	http
179.189.95.13	tcp	2000	cisco-sccp
179.189.95.13	tcp	8081	tproxy
179.189.95.13	tcp	8291	
179.189.95.130	tcp	1030	
179.189.95.130	tcp	22	ssh
179.189.95.130	tcp	443	https
179.189.95.130	tcp	80	http
179.189.95.131	tcp	2000	cisco-sccp
179.189.95.131	tcp	2021	
179.189.95.131	tcp	46752	
179.189.95.133	tcp	2000	cisco-sccp
179.189.95.133	tcp	7010	
179.189.95.133	tcp	7020	
179.189.95.133	tcp	8081	tproxy
179.189.95.133	tcp	8291	
179.189.95.133	tcp	9000	
179.189.95.133	tcp	9021	
179.189.95.134	tcp	443	https
179.189.95.134	tcp	80	http
179.189.95.135	tcp	5900	
179.189.95.137	tcp	23	telnet
179.189.95.137	tcp	80	http
